timestamp, mac, rss, battery
2013-11-15 15:58:12.592000,4694202700110029,-39,D136,0
2013-11-15 15:58:13.598000,4694202700110029,-39,D236,0
2013-11-15 15:58:14.651000,4694202700110029,-39,D336,0
2013-11-15 15:58:15.719000,4694202700110029,-39,D436,0
2013-11-15 15:58:16.773000,4694202700110029,-39,D536,0
2013-11-15 15:58:17.762000,4694202700110029,-39,D636,0
2013-11-15 15:58:18.799000,4694202700110029,-39,D736,0
2013-11-15 15:58:19.788000,4694202700110029,-39,D836,0
2013-11-15 15:58:20.809000,4694202700110029,-39,D936,0
2013-11-15 15:58:21.878000,4694202700110029,-39,DA36,0
2013-11-15 15:58:22.914000,4694202700110029,-39,DB36,0
2013-11-15 15:58:23.951000,4694202700110029,-39,DC36,0
2013-11-15 15:58:24.940000,4694202700110029,-39,DD36,0
2013-11-15 15:58:25.992000,4694202700110029,-39,DE36,0
2013-11-15 15:58:27.013000,4694202700110029,-39,DF36,0
2013-11-15 15:58:28.082000,4694202700110029,-39,E036,0
2013-11-15 15:58:29.071000,4694202700110029,-39,E136,0
2013-11-15 15:58:30.091000,4694202700110029,-39,E236,0
2013-11-15 15:58:31.112000,4694202700110029,-39,E336,0
2013-11-15 15:58:32.133000,4694202700110029,-39,E436,0
2013-11-15 15:58:33.122000,4694202700110029,-39,E536,0
2013-11-15 15:58:34.126000,4694202700110029,-39,E636,0
2013-11-15 15:58:35.148000,4694202700110029,-39,E736,0
2013-11-15 15:58:36.233000,4694202700110029,-39,E836,0
2013-11-15 15:58:37.301000,4694202700110029,-39,E936,0
2013-11-15 15:58:38.385000,4694202700110029,-39,EA36,0
2013-11-15 15:58:39.438000,4694202700110029,-39,EB36,0
2013-11-15 15:58:40.475000,4694202700110029,-39,EC36,0
2013-11-15 15:58:41.511000,4694202700110029,-39,ED36,0
2013-11-15 15:58:42.500000,4694202700110029,-39,EE36,0
2013-11-15 15:58:43.568000,4694202700110029,-39,EF36,0
2013-11-15 15:58:44.557000,4694202700110029,-39,F036,0
2013-11-15 15:58:45.626000,4694202700110029,-39,F136,0
2013-11-15 15:58:46.662000,4694202700110029,-39,F236,0
2013-11-15 15:58:47.683000,4694202700110029,-39,F336,0
2013-11-15 15:58:48.751000,4694202700110029,-39,F436,0
2013-11-15 15:58:49.804000,4694202700110029,-39,F536,0
2013-11-15 15:58:50.810000,4694202700110029,-39,F636,0
2013-11-15 15:58:51.847000,4694202700110029,-39,F736,0
2013-11-15 15:58:52.853000,4694202700110029,-39,F836,0
2013-11-15 15:58:53.842000,4694202700110029,-39,F936,0
2013-11-15 15:58:54.878000,4694202700110029,-39,FA36,0
2013-11-15 15:58:55.931000,4694202700110029,-39,FB36,0
2013-11-15 15:58:56.967000,4694202700110029,-39,FC36,0
2013-11-15 15:58:57.972000,4694202700110029,-39,FD36,0
2013-11-15 15:58:58.961000,4694202700110029,-39,FE36,0
2013-11-15 15:59:00.029000,4694202700110029,-39,FF36,0
2013-11-15 15:59:01.082000,4694202700110029,-39,0037,0
2013-11-15 15:59:02.071000,4694202700110029,-39,0137,0
2013-11-15 15:59:03.076000,4694202700110029,-39,0237,0
2013-11-15 15:59:04.128000,4694202700110029,-39,0337,0
2013-11-15 15:59:05.148000,4694202700110029,-39,0437,0
2013-11-15 15:59:06.233000,4694202700110029,-39,0537,0
2013-11-15 15:59:07.301000,4694202700110029,-39,0637,0
2013-11-15 15:59:08.306000,4694202700110029,-39,0737,0
2013-11-15 15:59:09.343000,4694202700110029,-39,0837,0
2013-11-15 15:59:10.412000,4694202700110029,-39,0937,0
2013-11-15 15:59:11.433000,4694202700110029,-39,0A37,0
2013-11-15 15:59:12.502000,4694202700110029,-39,0B37,0
2013-11-15 15:59:13.522000,4694202700110029,-39,0C37,0
2013-11-15 15:59:14.511000,4694202700110029,-38,0D37,0
2013-11-15 15:59:15.532000,4694202700110029,-39,0E37,0
2013-11-15 15:59:16.585000,4694202700110029,-39,0F37,0
2013-11-15 15:59:17.629000,4694202700110029,-39,1037,0
2013-11-15 15:59:18.611000,4694202700110029,-39,1137,0
2013-11-15 15:59:19.632000,4694202700110029,-38,1237,0
2013-11-15 15:59:20.669000,4694202700110029,-39,1337,0
2013-11-15 15:59:21.658000,4694202700110029,-38,1437,0
2013-11-15 15:59:22.631000,4694202700110029,-38,1537,0
2013-11-15 15:59:23.635000,4694202700110029,-39,1637,0
2013-11-15 15:59:24.624000,4694202700110029,-38,1737,0
2013-11-15 15:59:25.661000,4694202700110029,-39,1837,0
2013-11-15 15:59:26.729000,4694202700110029,-39,1937,0
2013-11-15 15:59:27.735000,4694202700110029,-39,1A37,0
2013-11-15 15:59:28.708000,4694202700110029,-39,1B37,0
2013-11-15 15:59:29.793000,4694202700110029,-38,1C37,0
2013-11-15 15:59:30.798000,4694202700110029,-39,1D37,0
2013-11-15 15:59:31.834000,4694202700110029,-37,1E37,0
2013-11-15 15:59:32.839000,4694202700110029,-37,1F37,0
2013-11-15 15:59:33.907000,4694202700110029,-37,2037,0
2013-11-15 15:59:34.976000,4694202700110029,-37,2137,0
2013-11-15 15:59:35.965000,4694202700110029,-38,2237,0
2013-11-15 15:59:37.034000,4694202700110029,-37,2337,0
2013-11-15 15:59:38.071000,4694202700110029,-37,2437,0
2013-11-15 15:59:39.123000,4694202700110029,-37,2537,0
2013-11-15 15:59:40.096000,4694202700110029,-37,2637,0
2013-11-15 15:59:41.117000,4694202700110029,-37,2737,0
2013-11-15 15:59:42.170000,4694202700110029,-37,2837,0
2013-11-15 15:59:43.222000,4694202700110029,-37,2937,0
2013-11-15 15:59:44.275000,4694202700110029,-37,2A37,0
2013-11-15 15:59:45.328000,4694202700110029,-37,2B37,0
2013-11-15 15:59:46.365000,4694202700110029,-37,2C37,0
2013-11-15 15:59:47.369000,4694202700110029,-37,2D37,0
2013-11-15 15:59:48.358000,4694202700110029,-37,2E37,0
2013-11-15 15:59:49.363000,4694202700110029,-39,2F37,0
2013-11-15 15:59:50.415000,4694202700110029,-38,3037,0
2013-11-15 15:59:51.484000,4694202700110029,-37,3137,0
2013-11-15 15:59:52.504000,4694202700110029,-37,3237,0
2013-11-15 15:59:53.509000,4694202700110029,-37,3337,0
2013-11-15 15:59:54.579000,4694202700110029,-37,3437,0
2013-11-15 15:59:55.566000,4694202700110029,-37,3537,0
2013-11-15 15:59:56.619000,4694202700110029,-37,3637,0
2013-11-15 15:59:57.688000,4694202700110029,-37,3737,0
2013-11-15 15:59:58.708000,4694202700110029,-36,3837,0
2013-11-15 15:59:59.729000,4694202700110029,-37,3937,0
2013-11-15 16:00:00.750000,4694202700110029,-37,3A37,0
2013-11-15 16:00:01.771000,4694202700110029,-37,3B37,0
2013-11-15 16:00:02.776000,4694202700110029,-37,3C37,0
2013-11-15 16:00:03.797000,4694202700110029,-37,3D37,0
2013-11-15 16:00:04.834000,4694202700110029,-37,3E37,0
2013-11-15 16:00:05.887000,4694202700110029,-37,3F37,0
2013-11-15 16:00:06.955000,4694202700110029,-37,4037,0
2013-11-15 16:00:08.040000,4694202700110029,-37,4137,0
2013-11-15 16:00:09.032000,4694202700110029,-36,4237,0
2013-11-15 16:00:10.097000,4694202700110029,-37,4337,0
2013-11-15 16:00:11.166000,4694202700110029,-37,4437,0
2013-11-15 16:00:12.155000,4694202700110029,-37,4537,0
2013-11-15 16:00:13.144000,4694202700110029,-37,4637,0
2013-11-15 16:00:14.212000,4694202700110029,-37,4737,0
2013-11-15 16:00:15.185000,4694202700110029,-37,4837,0
2013-11-15 16:00:16.206000,4694202700110029,-37,4937,0
2013-11-15 16:00:17.259000,4694202700110029,-37,4A37,0
2013-11-15 16:00:18.327000,4694202700110029,-37,4B37,0
2013-11-15 16:00:19.381000,4694202700110029,-37,4C37,0
2013-11-15 16:00:20.402000,4694202700110029,-37,4D37,0
2013-11-15 16:00:21.391000,4694202700110029,-37,4E37,0
2013-11-15 16:00:22.459000,4694202700110029,-37,4F37,0
2013-11-15 16:00:23.464000,4694202700110029,-37,5037,0
2013-11-15 16:00:24.548000,4694202700110029,-37,5137,0
2013-11-15 16:00:25.539000,4694202700110029,-37,5237,0
2013-11-15 16:00:26.558000,4694202700110029,-37,5337,0
2013-11-15 16:00:27.563000,4694202700110029,-37,5437,0
2013-11-15 16:00:28.552000,4694202700110029,-37,5537,0
2013-11-15 16:00:29.540000,4694202700110029,-37,5637,0
2013-11-15 16:00:30.545000,4694202700110029,-37,5737,0
2013-11-15 16:00:31.582000,4694202700110029,-37,5837,0
2013-11-15 16:00:32.650000,4694202700110029,-37,5937,0
2013-11-15 16:00:33.639000,4694202700110029,-37,5A37,0
2013-11-15 16:00:34.628000,4694202700110029,-37,5B37,0
2013-11-15 16:00:35.680000,4694202700110029,-37,5C37,0
2013-11-15 16:00:36.717000,4694202700110029,-37,5D37,0
2013-11-15 16:00:37.738000,4694202700110029,-37,5E37,0
2013-11-15 16:00:38.743000,4694202700110029,-37,5F37,0
2013-11-15 16:00:39.748000,4694202700110029,-37,6037,0
2013-11-15 16:00:40.721000,4694202700110029,-37,6137,0
2013-11-15 16:00:41.741000,4694202700110029,-37,6237,0
2013-11-15 16:00:42.793000,4694202700110029,-37,6337,0
2013-11-15 16:00:43.814000,4694202700110029,-37,6437,0
2013-11-15 16:00:45.919000,4694202700110029,-37,6637,0
2013-11-15 16:00:46.987000,4694202700110029,-37,6737,0
2013-11-15 16:00:48.056000,4694202700110029,-37,6837,0
2013-11-15 16:00:49.061000,4694202700110029,-37,6937,0
2013-11-15 16:00:50.097000,4694202700110029,-37,6A37,0
2013-11-15 16:00:51.118000,4694202700110029,-37,6B37,0
2013-11-15 16:00:52.107000,4694202700110029,-37,6C37,0
2013-11-15 16:00:53.128000,4694202700110029,-37,6D37,0
2013-11-15 16:00:54.132000,4694202700110029,-37,6E37,0
2013-11-15 16:00:55.202000,4694202700110029,-37,6F37,0
2013-11-15 16:00:56.270000,4694202700110029,-37,7037,0
2013-11-15 16:00:57.323000,4694202700110029,-37,7137,0
2013-11-15 16:00:58.391000,4694202700110029,-37,7237,0
2013-11-15 16:00:59.412000,4694202700110029,-37,7337,0
2013-11-15 16:01:00.449000,4694202700110029,-38,7437,0
2013-11-15 16:01:01.453000,4694202700110029,-37,7537,0
2013-11-15 16:01:02.474000,4694202700110029,-37,7637,0
2013-11-15 16:01:03.543000,4694202700110029,-37,7737,0
2013-11-15 16:01:04.611000,4694202700110029,-37,7837,0
2013-11-15 16:01:05.600000,4694202700110029,-37,7937,0
2013-11-15 16:01:06.653000,4694202700110029,-37,7A37,0
2013-11-15 16:01:07.721000,4694202700110029,-37,7B37,0
2013-11-15 16:01:08.742000,4694202700110029,-37,7C37,0
2013-11-15 16:01:09.778000,4694202700110029,-37,7D37,0
2013-11-15 16:01:10.831000,4694202700110029,-37,7E37,0
2013-11-15 16:01:11.873000,4694202700110029,-37,7F37,0
2013-11-15 16:01:12.938000,4694202700110029,-37,8037,0
2013-11-15 16:01:15.027000,4694202700110029,-37,8237,0
2013-11-15 16:01:16.111000,4694202700110029,-37,8337,0
2013-11-15 16:01:17.164000,4694202700110029,-37,8437,0
2013-11-15 16:01:18.172000,4694202700110029,-37,8537,0
2013-11-15 16:01:19.237000,4694202700110029,-37,8637,0
2013-11-15 16:01:20.259000,4694202700110029,-37,8737,0
2013-11-15 16:01:21.296000,4694202700110029,-37,8837,0
2013-11-15 16:01:22.364000,4694202700110029,-37,8937,0
2013-11-15 16:01:23.417000,4694202700110029,-37,8A37,0
2013-11-15 16:01:24.453000,4694202700110029,-37,8B37,0
2013-11-15 16:01:25.474000,4694202700110029,-37,8C37,0
2013-11-15 16:01:26.511000,4694202700110029,-37,8D37,0
2013-11-15 16:01:27.579000,4694202700110029,-37,8E37,0
2013-11-15 16:01:28.568000,4694202700110029,-37,8F37,0
2013-11-15 16:01:29.606000,4694202700110029,-37,9037,0
2013-11-15 16:01:30.610000,4694202700110029,-37,9137,0
2013-11-15 16:01:31.647000,4694202700110029,-37,9237,0
2013-11-15 16:01:32.636000,4694202700110029,-37,9337,0
2013-11-15 16:01:33.705000,4694202700110029,-37,9437,0
2013-11-15 16:01:34.709000,4694202700110029,-37,9537,0
2013-11-15 16:01:35.714000,4694202700110029,-37,9637,0
2013-11-15 16:01:36.750000,4694202700110029,-37,9737,0
2013-11-15 16:01:37.741000,4694202700110029,-37,9837,0
2013-11-15 16:01:38.808000,4694202700110029,-37,9937,0
2013-11-15 16:01:39.829000,4694202700110029,-37,9A37,0
2013-11-15 16:01:40.833000,4694202700110029,-37,9B37,0
2013-11-15 16:01:41.838000,4694202700110029,-36,9C37,0
2013-11-15 16:01:42.827000,4694202700110029,-37,9D37,0
2013-11-15 16:01:43.895000,4694202700110029,-37,9E37,0
2013-11-15 16:01:44.932000,4694202700110029,-37,9F37,0
2013-11-15 16:01:45.969000,4694202700110029,-37,A037,0
2013-11-15 16:01:47.006000,4694202700110029,-37,A137,0
2013-11-15 16:01:48.043000,4694202700110029,-37,A237,0
2013-11-15 16:01:49.064000,4694202700110029,-37,A337,0
2013-11-15 16:01:50.148000,4694202700110029,-39,A437,0
2013-11-15 16:01:51.121000,4694202700110029,-39,A537,0
2013-11-15 16:01:52.174000,4694202700110029,-39,A637,0
2013-11-15 16:01:53.210000,4694202700110029,-39,A737,0
2013-11-15 16:01:54.199000,4694202700110029,-39,A837,0
2013-11-15 16:01:55.252000,4694202700110029,-39,A937,0
2013-11-15 16:01:56.240000,4694202700110029,-39,AA37,0
2013-11-15 16:01:57.277000,4694202700110029,-39,AB37,0
2013-11-15 16:01:58.329000,4694202700110029,-39,AC37,0
2013-11-15 16:01:59.334000,4694202700110029,-39,AD37,0
2013-11-15 16:02:00.386000,4694202700110029,-39,AE37,0
2013-11-15 16:02:01.423000,4694202700110029,-39,AF37,0
2013-11-15 16:02:02.428000,4694202700110029,-39,B037,0
2013-11-15 16:02:03.480000,4694202700110029,-39,B137,0
2013-11-15 16:02:04.534000,4694202700110029,-39,B237,0
2013-11-15 16:02:05.570000,4694202700110029,-39,B337,0
2013-11-15 16:02:06.639000,4694202700110029,-39,B437,0
2013-11-15 16:02:07.691000,4694202700110029,-39,B537,0
2013-11-15 16:02:08.680000,4694202700110029,-39,B637,0
2013-11-15 16:02:09.701000,4694202700110029,-37,B737,0
2013-11-15 16:02:10.770000,4694202700110029,-37,B837,0
2013-11-15 16:02:11.807000,4694202700110029,-37,B937,0
2013-11-15 16:02:12.860000,4694202700110029,-37,BA37,0
2013-11-15 16:02:13.896000,4694202700110029,-37,BB37,0
2013-11-15 16:02:14.949000,4694202700110029,-37,BC37,0
2013-11-15 16:02:16.002000,4694202700110029,-37,BD37,0
2013-11-15 16:02:17.006000,4694202700110029,-37,BE37,0
2013-11-15 16:02:18.043000,4694202700110029,-38,BF37,0
2013-11-15 16:02:19.064000,4694202700110029,-39,C037,0
2013-11-15 16:02:20.053000,4694202700110029,-39,C137,0
2013-11-15 16:02:21.043000,4694202700110029,-39,C237,0
2013-11-15 16:02:22.112000,4694202700110029,-37,C337,0
2013-11-15 16:02:23.165000,4694202700110029,-37,C437,0
2013-11-15 16:02:24.202000,4694202700110029,-37,C537,0
2013-11-15 16:02:25.190000,4694202700110029,-38,C637,0
2013-11-15 16:02:26.211000,4694202700110029,-39,C737,0
2013-11-15 16:02:27.248000,4694202700110029,-39,C837,0
2013-11-15 16:02:28.268000,4694202700110029,-39,C937,0
2013-11-15 16:02:29.305000,4694202700110029,-39,CA37,0
2013-11-15 16:02:30.279000,4694202700110029,-39,CB37,0
2013-11-15 16:02:31.268000,4694202700110029,-39,CC37,0
2013-11-15 16:02:32.321000,4694202700110029,-39,CD37,0
2013-11-15 16:02:33.390000,4694202700110029,-39,CE37,0
2013-11-15 16:02:34.459000,4694202700110029,-39,CF37,0
2013-11-15 16:02:35.496000,4694202700110029,-39,D037,0
2013-11-15 16:02:36.548000,4694202700110029,-39,D137,0
2013-11-15 16:02:37.602000,4694202700110029,-39,D237,0
2013-11-15 16:02:38.607000,4694202700110029,-39,D337,0
2013-11-15 16:02:39.581000,4694202700110029,-39,D437,0
2013-11-15 16:02:40.650000,4694202700110029,-40,D537,0
2013-11-15 16:02:41.702000,4694202700110029,-39,D637,0
2013-11-15 16:02:42.691000,4694202700110029,-40,D737,0
2013-11-15 16:02:43.744000,4694202700110029,-40,D837,0
2013-11-15 16:02:44.748000,4694202700110029,-39,D937,0
2013-11-15 16:02:45.785000,4694202700110029,-39,DA37,0
2013-11-15 16:02:46.790000,4694202700110029,-39,DB37,0
2013-11-15 16:02:47.795000,4694202700110029,-39,DC37,0
2013-11-15 16:02:48.800000,4694202700110029,-39,DD37,0
2013-11-15 16:02:49.789000,4694202700110029,-39,DE37,0
2013-11-15 16:02:50.858000,4694202700110029,-39,DF37,0
2013-11-15 16:02:51.847000,4694202700110029,-39,E037,0
2013-11-15 16:02:52.916000,4694202700110029,-39,E137,0
2013-11-15 16:02:53.905000,4694202700110029,-39,E237,0
2013-11-15 16:02:54.958000,4694202700110029,-39,E337,0
2013-11-15 16:02:55.995000,4694202700110029,-39,E437,0
2013-11-15 16:02:57.002000,4694202700110029,-39,E537,0
2013-11-15 16:02:58.007000,4694202700110029,-39,E637,0
2013-11-15 16:02:59.060000,4694202700110029,-38,E737,0
2013-11-15 16:03:00.097000,4694202700110029,-38,E837,0
2013-11-15 16:03:01.133000,4694202700110029,-38,E937,0
2013-11-15 16:03:02.186000,4694202700110029,-37,EA37,0
2013-11-15 16:03:03.223000,4694202700110029,-38,EB37,0
2013-11-15 16:03:04.291000,4694202700110029,-37,EC37,0
2013-11-15 16:03:05.360000,4694202700110029,-37,ED37,0
2013-11-15 16:03:06.397000,4694202700110029,-37,EE37,0
2013-11-15 16:03:07.402000,4694202700110029,-40,EF37,0
2013-11-15 16:03:08.438000,4694202700110029,-39,F037,0
2013-11-15 16:03:09.426000,4694202700110029,-39,F137,0
2013-11-15 16:03:10.463000,4694202700110029,-40,F237,0
2013-11-15 16:03:11.516000,4694202700110029,-39,F337,0
2013-11-15 16:03:12.600000,4694202700110029,-39,F437,0
2013-11-15 16:03:13.637000,4694202700110029,-39,F537,0
2013-11-15 16:03:14.643000,4694202700110029,-39,F637,0
2013-11-15 16:03:15.647000,4694202700110029,-39,F737,0
2013-11-15 16:03:16.652000,4694202700110029,-39,F837,0
2013-11-15 16:03:17.705000,4694202700110029,-39,F937,0
2013-11-15 16:03:18.757000,4694202700110029,-39,FA37,0
2013-11-15 16:03:19.826000,4694202700110029,-39,FB37,0
2013-11-15 16:03:20.895000,4694202700110029,-39,FC37,0
2013-11-15 16:03:21.932000,4694202700110029,-39,FD37,0
2013-11-15 16:03:22.937000,4694202700110029,-39,FE37,0
2013-11-15 16:03:23.989000,4694202700110029,-39,FF37,0
2013-11-15 16:03:24.978000,4694202700110029,-39,0038,0
2013-11-15 16:03:25.983000,4694202700110029,-39,0138,0
2013-11-15 16:03:27.019000,4694202700110029,-39,0238,0
2013-11-15 16:03:28.024000,4694202700110029,-39,0338,0
2013-11-15 16:03:29.013000,4694202700110029,-39,0438,0
2013-11-15 16:03:30.001000,4694202700110029,-39,0538,0
2013-11-15 16:03:31.006000,4694202700110029,-39,0638,0
2013-11-15 16:03:32.044000,4694202700110029,-39,0738,0
2013-11-15 16:03:33.065000,4694202700110029,-39,0838,0
2013-11-15 16:03:34.117000,4694202700110029,-39,0938,0
2013-11-15 16:03:35.138000,4694202700110029,-39,0A38,0
2013-11-15 16:03:36.206000,4694202700110029,-39,0B38,0
2013-11-15 16:03:37.227000,4694202700110029,-39,0C38,0
2013-11-15 16:03:38.279000,4694202700110029,-39,0D38,0
2013-11-15 16:03:39.317000,4694202700110029,-39,0E38,0
2013-11-15 16:03:40.306000,4694202700110029,-39,0F38,0
2013-11-15 16:03:41.359000,4694202700110029,-39,1038,0
2013-11-15 16:03:42.396000,4694202700110029,-39,1138,0
2013-11-15 16:03:43.449000,4694202700110029,-39,1238,0
2013-11-15 16:03:44.470000,4694202700110029,-39,1338,0
2013-11-15 16:03:45.491000,4694202700110029,-39,1438,0
2013-11-15 16:03:46.511000,4694202700110029,-39,1538,0
2013-11-15 16:03:47.549000,4694202700110029,-39,1638,0
2013-11-15 16:03:48.617000,4694202700110029,-39,1738,0
2013-11-15 16:03:49.703000,4694202700110029,-39,1838,0
2013-11-15 16:03:50.708000,4694202700110029,-39,1938,0
2013-11-15 16:03:51.745000,4694202700110029,-39,1A38,0
2013-11-15 16:03:52.782000,4694202700110029,-39,1B38,0
2013-11-15 16:03:53.803000,4694202700110029,-39,1C38,0
2013-11-15 16:03:54.807000,4694202700110029,-39,1D38,0
2013-11-15 16:03:55.796000,4694202700110029,-39,1E38,0
2013-11-15 16:03:56.833000,4694202700110029,-39,1F38,0
2013-11-15 16:03:57.838000,4694202700110029,-39,2038,0
2013-11-15 16:03:58.859000,4694202700110029,-39,2138,0
2013-11-15 16:03:59.848000,4694202700110029,-39,2238,0
2013-11-15 16:04:00.869000,4694202700110029,-39,2338,0
2013-11-15 16:04:01.859000,4694202700110029,-39,2438,0
2013-11-15 16:04:02.911000,4694202700110029,-39,2538,0
2013-11-15 16:04:03.949000,4694202700110029,-39,2638,0
2013-11-15 16:04:05.017000,4694202700110029,-39,2738,0
2013-11-15 16:04:06.022000,4694202700110029,-39,2838,0
2013-11-15 16:04:07.092000,4694202700110029,-39,2938,0
2013-11-15 16:04:08.161000,4694202700110029,-39,2A38,0
2013-11-15 16:04:09.198000,4694202700110029,-39,2B38,0
2013-11-15 16:04:10.250000,4694202700110029,-39,2C38,0
2013-11-15 16:04:11.287000,4694202700110029,-39,2D38,0
2013-11-15 16:04:12.356000,4694202700110029,-39,2E38,0
2013-11-15 16:04:13.393000,4694202700110029,-39,2F38,0
2013-11-15 16:04:14.429000,4694202700110029,-39,3038,0
2013-11-15 16:04:15.482000,4694202700110029,-39,3138,0
2013-11-15 16:04:16.519000,4694202700110029,-39,3238,0
2013-11-15 16:04:17.555000,4694202700110029,-39,3338,0
2013-11-15 16:04:18.544000,4694202700110029,-39,3438,0
2013-11-15 16:04:19.628000,4694202700110029,-39,3538,0
2013-11-15 16:04:20.633000,4694202700110029,-39,3638,0
2013-11-15 16:04:21.686000,4694202700110029,-39,3738,0
2013-11-15 16:04:22.754000,4694202700110029,-39,3838,0
2013-11-15 16:04:23.823000,4694202700110029,-39,3938,0
2013-11-15 16:04:24.860000,4694202700110029,-39,3A38,0
2013-11-15 16:04:25.865000,4694202700110029,-39,3B38,0
2013-11-15 16:04:26.902000,4694202700110029,-39,3C38,0
2013-11-15 16:04:27.922000,4694202700110029,-39,3D38,0
2013-11-15 16:04:28.975000,4694202700110029,-39,3E38,0
2013-11-15 16:04:30.011000,4694202700110029,-39,3F38,0
2013-11-15 16:04:31.000000,4694202700110029,-39,4038,0
2013-11-15 16:04:31.990000,4694202700110029,-39,4138,0
2013-11-15 16:04:33.026000,4694202700110029,-39,4238,0
2013-11-15 16:04:34.031000,4694202700110029,-39,4338,0
2013-11-15 16:04:35.052000,4694202700110029,-39,4438,0
2013-11-15 16:04:36.105000,4694202700110029,-39,4538,0
2013-11-15 16:04:37.093000,4694202700110029,-39,4638,0
2013-11-15 16:04:38.114000,4694202700110029,-39,4738,0
2013-11-15 16:04:39.103000,4694202700110029,-39,4838,0
2013-11-15 16:04:40.140000,4694202700110029,-39,4938,0
2013-11-15 16:04:41.176000,4694202700110029,-39,4A38,0
2013-11-15 16:04:42.151000,4694202700110029,-39,4B38,0
2013-11-15 16:04:43.235000,4694202700110029,-39,4C38,0
2013-11-15 16:04:44.255000,4694202700110029,-39,4D38,0
2013-11-15 16:04:45.275000,4694202700110029,-39,4E38,0
2013-11-15 16:04:46.328000,4694202700110029,-39,4F38,0
2013-11-15 16:04:47.397000,4694202700110029,-39,5038,0
2013-11-15 16:04:48.449000,4694202700110029,-39,5138,0
2013-11-15 16:04:49.438000,4694202700110029,-39,5238,0
2013-11-15 16:04:50.491000,4694202700110029,-39,5338,0
2013-11-15 16:04:51.559000,4694202700110029,-39,5438,0
2013-11-15 16:04:52.564000,4694202700110029,-38,5538,0
2013-11-15 16:04:53.616000,4694202700110029,-39,5638,0
2013-11-15 16:04:54.700000,4694202700110029,-39,5738,0
